,state,ft,bt,km,transmission,ownerNo,oem,model,modelYear,centralVariantId,variantName,price,Registration Year,Insurance Validity,Fuel Type,Seats,Kms Driven,RTO,Engine Displacement,Transmission,Year of Manufacture,Features,Mileage,Engine,Max Power,Torque,Color,Engine Type,Displacement,Max Torque,No of Cylinder,Fuel Suppy System,Turbo Charger,Super Charger,Length,Width,Height,Wheel Base,Kerb Weight,Gear Box,Drive Type,Steering Type,Turning Radius,Front Brake Type,Rear Brake Type,Tyre Type,No Door Numbers,Cargo Volumn
0,bangalore,Petrol,Hatchback,"1,20,000",Manual,3,Maruti,Maruti Celerio,2015,3979,VXI,400000.0,2015,Third Party insurance,Petrol,5.0,120000,KA51,998 cc,Manual,2015.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks",23.1,998.0,67.04bhp@6000rpm,90,White,K10B Engine,998.0,90Nm@3500rpm,3,MPFi,No,No,3715,1635,1565,2425,835kg,5 Speed ,FWD,Power,4.7,Ventilated Disc,Drum,"Tubeless, Radial",5,355
1,bangalore,Petrol,SUV,"32,706",Manual,2,Ford,Ford Ecosport,2018,6087,1.5 Petrol Titanium BSIV,811000.0,2018,Comprehensive,Petrol,5.0,32706,KA05,1497 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.0,1497.0,121.31bhp@6500rpm,150,White,Ti-VCT Petrol Engine,1497.0,150Nm@4500rpm,3,Direct Injection,No,No,3998,1765,1647,2519,1242Kg,5 Speed,FWD,Power,5.3,Ventilated Disc,Drum,"Tubeless,Radial",4,355
2,bangalore,Petrol,Hatchback,"11,949",Manual,1,Tata,Tata Tiago,2018,2983,1.2 Revotron XZ,585000.0,2018,Comprehensive,Petrol,5.0,11949,KA03,1199 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",23.84,1199.0,84bhp@6000rpm,114,Red,Revotron Engine,1199.0,114Nm@3500rpm,3,MPFi,No,No,3746,1647,1535,2400,1012kg,5 Speed,FWD,Power,5.0,Disc,Drum,Tubeless,5,355
3,bangalore,Petrol,Sedan,"17,794",Manual,1,Hyundai,Hyundai Xcent,2014,1867,1.2 Kappa S Option,462000.0,2014,Comprehensive,Petrol,5.0,17794,KA53,1197 cc,Manual,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",19.1,1197.0,81.86bhp@6000rpm,113,Others,Kappa VTVT Petrol Engine,1197.0,113.75Nm@4000rpm,4,Direct Injection,No,No,3995,1660,1520,2425,1180,5 Speed ,FWD ,Power,4.7,Disc ,Drum,"Tubeless,Radial",4,355
4,bangalore,Diesel,SUV,"60,000",Manual,1,Maruti,Maruti SX4 S Cross,2015,4277,DDiS 200 Zeta,790000.0,2015,Third Party insurance,Diesel,5.0,60000,KA04,1248 cc,Manual,2015.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",23.65,1248.0,88.5bhp@4000rpm,200,Gray,DDiS 200 Diesel Engine,1248.0,200Nm@1750rpm,4,,Yes,No,4300,1785,1595,2600,1230Kg,5 Speed,FWD,Power,5.0,Ventilated Disc,Solid Disc,"Tubeless,Radial",5,355
5,bangalore,Diesel,SUV,"20,000",Manual,1,Jeep,Jeep Compass,2020,5931,2.0 Longitude BSIV,1900000.0,2020,Third Party insurance,Diesel,5.0,20000,KA04,1956 cc,Manual,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.1,1956.0,170bhp@3750rpm,350,Others,2.0-Litre 4-Cyl Multijet II Engine,1956.0,350Nm@1750-2500rpm,4,CRDI,Yes,No,4395,1818,1640,2636,1551 kgs,6 Speed,4X2,power,5.0,Disc,Discs,"Radial, Tubless",5,355
6,bangalore,Petrol,Hatchback,"37,772",Manual,1,Datsun,Datsun GO,2017,5223,T Option BSIV,345000.0,2017,Comprehensive,Petrol,5.0,37772,KA05,1198 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Child Safety Locks,Radio",20.63,1198.0,67bhp@5000rpm,104,Grey,Petrol Engine,1198.0,104Nm@4000rpm,3,Electronic Injection System,No,No,3785,1635,1490,2450,1070,5 Speed,FWD,Power,4.6, Disc,Drum,Tubeless,5,355
7,bangalore,Petrol,SUV,"30,000",Automatic,1,Hyundai,Hyundai Venue,2021,6946,SX Plus Turbo DCT BSIV,1200000.0,2021,Third Party insurance,Petrol,5.0,30000,KA51,998 cc,Automatic,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",18.15,998.0,118.35bhp@6000rpm,171,Others,,998.0,171.6Nm@1500-4000rpm,3,GDi,Yes,,3995,1770,1605,2500,1440,7-Speed,FWD,Power,5.0,Disc,Drum,Radial,5,350
8,bangalore,Petrol,Sedan,"37,000",Automatic,1,Maruti,Maruti Ciaz,2018,6555,Alpha Automatic BSIV,960000.0,2018,Comprehensive,Petrol,5.0,37000,KA03,1462 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.28,1462.0,103.25bhp@6000rpm,138,Maroon,k15B VVT Engine,1462.0,138Nm@4400rpm,4,MPFI,No,No,4490,1730,1485,2650,1105,4 Speed,FWD,Power,5.4,Ventilated Disc,Drum,"Tubeless, Radial",4,355
9,bangalore,Petrol,Hatchback,"11,949",Manual,1,Tata,Tata Tiago,2017,2985,1.2 Revotron XZ WO Alloy,585000.0,2018,Comprehensive,Petrol,5.0,11949,KA03,1199 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",23.84,1199.0,84bhp@6000rpm,114,Red,Revotron Engine,1199.0,114Nm@3500rpm,3,MPFi,No,No,3746,1647,1535,2400,1012kg,5 Speed,FWD,Power,5.0,Disc,Drum,Tubeless,5,355
10,bangalore,Petrol,Hatchback,"50,000",Manual,1,Maruti,Maruti Baleno,2018,3962,1.2 Delta,690000.0,2018,Third Party insurance,Petrol,5.0,50000,,1197 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Centeral Locking,Cd Player",21.4,1197.0,83.1bhp@6000rpm,115,Red,VVT Petrol Engine,1197.0,115Nm@4000rpm,4,MPFI,No,No,3995,1745,1510,2520,870kg,5 Speed,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,355
11,bangalore,Petrol,Hatchback,"24,887",Automatic,1,Hyundai,Hyundai Grand i10,2019,5606,1.2 Kappa Sportz Option AT,682000.0,2019,Third Party insurance,Petrol,5.0,24887,KA51,1197 cc,Automatic,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",18.9,1197.0,81.86bhp@6000rpm,113,Orange,Kappa VTVT Petrol Engine,1197.0,113.75nm@4000rpm,4,MPFI,No,No,3765,1660,1520,2425,1200,4 Speed,FWD,Power,4.8,Disc,Drum,Tubeless,5,256
12,bangalore,Petrol,Hatchback,"23,000",Automatic,1,Honda,Honda Jazz,2018,6506,VX CVT,825000.0,2018,Comprehensive,Petrol,5.0,23000,KA03,1199 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",18.2,1199.0,88.7bhp@6000rpm,110,Grey,i-VTEC Petrol Engine,1199.0,110Nm@4800rpm,4,PGM - Fi,No,No,3955,1694,1544,2530,1066 Kg,5 Speed,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,355
13,bangalore,Petrol,Hatchback,"48,928",Automatic,1,Tata,Tata Tiago,2018,5653,1.2 Revotron XZA,595000.0,2018,Comprehensive,Petrol,5.0,48928,KA03,1199 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",23.84,1199.0,83.83bhp@6000rpm,114,Red,Revotron Engine,1199.0,114Nm@3500rpm,3,MPFi,No,No,3746,1647,1535,2400,1012kg,5 Speed,FWD,Power,5.0,Disc,Drum,Tubeless,5,355
14,bangalore,Diesel,SUV,"1,08,862",Manual,3,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,690000.0,2014,Comprehensive,Diesel,7.0,108862,KA01,2179 cc,Manual,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",15.1,2179.0,140bhp@3750rpm,330,Silver,mHawk Diesel Engine,2179.0,330Nm@1600-2800rpm,4,Direct Injection ,Yes,No,4585,1890,1785,2700,1900,6 Speed ,FWD,Power,5.6,Disc & Caliper Type,Disc & Caliper Type,"Tubeless,Radial ",5,355
15,bangalore,Diesel,SUV,"80,000",Manual,1,Jeep,Jeep Compass,2018,5929,2.0 Limited,1350000.0,2018,Third Party insurance,Diesel,5.0,80000,OD02,1956 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.1,1956.0,170bhp@3750rpm,350,Others,2.0-Litre 4-Cyl Multijet II Engine,1956.0,350Nm@1750-2500rpm,4,CRDI,Yes,No,4395,1818,1640,2636,1562 kgs,6 Speed,4X2,Power,5.0,Disc,Discs,"Radial, Tubless",5,355
16,bangalore,Diesel,SUV,"16,000",Automatic,1,Mercedes-Benz,Mercedes-Benz GLA,2022,8437,220d 4M BSVI,5595000.0,2022,Comprehensive,Diesel,5.0,16000,KA01,1950 cc,Automatic,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.7,1950.0,187.74bhp@3800rpm,400,Blue,,1950.0,400Nm@1600-2600rpm,4,,Yes,,4436,2020,1611,2729,1675,8G-DCT,AWD,,5.0,Disc,Disc,"Tubeless,Radial",5,355
17,bangalore,Diesel,Hatchback,"65,376",Manual,2,Hyundai,Hyundai i20,2014,1657,Asta 1.4 CRDi,521000.0,2014,Comprehensive,Diesel,5.0,65376,KA41,1396 cc,Manual,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",21.27,1396.0,88.76bhp@4000rpm,219,Blue,U2 CRDI Diesel Engine,1396.0,219.6Nm@1500-2750rpm,4,CRDI,No,No,3995,1710,1505,2525,1120,6 Speed,FWD,Power,5.0,Disc,Disc,"Tubeless,Radial",5,355
18,bangalore,Petrol,SUV,"10,000",Manual,1,Tata,Tata Nexon,2022,9207,XM Plus S BSVI,1005000.0000000001,2022,Third Party insurance,Petrol,5.0,10000,KA02,1199 cc,Manual,2022.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Power Adjustable Exterior Rear View Mirror,Electric Folding Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",17.33,1199.0,118.35bhp@5500rpm,170,Others,1.2l Turbocharged Revotron Engine,1199.0,170Nm@1750-4000rpm,3,,NO,,3993,1811,1606,2498,1315,6 Speed,,Electric,5.1,Disc,Drum,"Tubeless,Radial",5,350
19,bangalore,Petrol,Sedan,"67,000",Manual,2,Honda,Honda City,2016,1215,i VTEC V,775000.0,2016,Comprehensive,Petrol,5.0,67000,KA53,1497 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.8,1497.0,117.3bhp@6600rpm,145,Brown,i VTEC Engine,1497.0,145Nm@4600rpm,4,PGM-Fi,No,No,4440,1695,1495,2600,1049kg,5 Speed,FWD,Power,5.3,Disc,Drum,"Tubeless,Radial",4,355
20,bangalore,Diesel,Sedan,"1,00,000",Automatic,3,BMW,BMW 5 Series,2011,5293,520d Sedan,2200000.0,2011,Third Party insurance,Diesel,5.0,100000,,1995 cc,Automatic,2011.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",18.48,1995.0,"177 @ 4,000 (PS@rpm)",35,White,In-Line Engine,1995.0,"35.7 @ 1,750-3,000 (kgm@rpm)",4,CRDi,No,Yes,4841,1846,1468,2888,1600kg,6 Speed,,Power,5.0,Ventilated discs,Ventilated discs,"Tubeless,Radial",4,355
21,bangalore,Petrol,Hatchback,"18,083",Manual,1,Maruti,Maruti Swift,2016,10403,VXI,582000.0,2016,Comprehensive,Petrol,5.0,18083,KA04,1197 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",22.38,1197.0,88.50bhp@6000rpm,113,Silver,K Series Dual jet,1197.0,113Nm@4400rpm,4,,,,3845,1735,1530,2450,875-905,5-Speed,,Electric,4.8,Disc,Drum,"Radial, Tubeless",5,268
22,bangalore,Petrol,SUV,"30,000",Manual,1,Renault,Renault Duster,2020,7703,RXS,1090000.0,2020,Third Party insurance,Petrol,5.0,30000,KA01,1498 cc,Manual,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",16.42,1498.0,104.55bhp@5600rpm,142,Others,1.5L Petrol,1498.0,142Nm @ 4000RPM,4,Multi Point Fuel Injection,No,No,4360,1822,1695,2673,1315,5-Speed,FWD,Power,5.2,Disc,Drum,Tubeless Radial Tyres,5,475
23,bangalore,Petrol,Hatchback,"57,634",Manual,2,Tata,Tata Tiago,2016,2983,1.2 Revotron XZ,457000.0,2016,Comprehensive,Petrol,5.0,57634,KA05,1199 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",23.84,1199.0,84bhp@6000rpm,114,Silver,Revotron Engine,1199.0,114Nm@3500rpm,3,MPFi,No,No,3746,1647,1535,2400,1012kg,5 Speed,FWD,Power,5.0,Disc,Drum,Tubeless,5,355
24,bangalore,Petrol,Sedan,"50,000",Automatic,2,Mercedes-Benz,Mercedes-Benz S-Class,2016,4716,S 500 L,4900000.0,2016,Third Party insurance,Petrol,5.0,50000,,4663 cc,Automatic,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",7.81,4663.0,453.26bhp@5250-5500rpm,700,Others,V-Type Petrol Engine,4663.0,700Nm@1800-3500rpm,8,Direct Injection,Yes,No,5246,2130,1494,3165,2200kg,7 Speed,RWD,Power,6.15,Disc,Disc,"Tubeless,Radial",4,355
25,bangalore,Petrol,Sedan,"1,10,000",Manual,1,Honda,Honda City,2015,1279,i VTEC V,550000.0,2015,Third Party insurance,Petrol,5.0,110000,HR26,1497 cc,Manual,2015.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",17.4,1497.0,117.3bhp@6600rpm,145,Others,i VTEC Engine,1497.0,145Nm@4600rpm,4,PGM-Fi,No,No,4440,1695,1495,2600,1049kg,5 Speed ,FWD,Power,5.3,Disc,Drum,"Tubeless,Radial",4,355
26,bangalore,Petrol,Hatchback,"23,447",Automatic,1,Hyundai,Hyundai Santro,2018,6670,Sportz AMT BSIV,570000.0,2018,Comprehensive,Petrol,5.0,23447,KA04,1086 cc,Automatic,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.3,1086.0,68bhp@5500rpm,99,Yellow,1.1 litre Petrol Engine,1086.0,99Nm@4500 rpm,4,MPFI,No,No,3610,1645,1560,2400,1050,5 Speed,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,235
27,bangalore,Lpg,Hatchback,"30,000",Manual,2,Hyundai,Hyundai Santro Xing,2009,1712,GLS LPG,220000.00000000003,2009,Third Party insurance,LPG,5.0,30000,,1086 cc,Manual,2009.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Manually Adjustable Exterior Rear View Mirror,Centeral Locking,Power Door Locks,Cd Player",13.45,1086.0,62.1bhp@5500rpm,96,Others,Bifuel Engine,1086.0,96.1Nm@3000rpm,3,MPFI+LPG,No,No,3565,1525,1590,2380,845,5 Speed,FWD,Power,5.0,Ventilated Disc,Drum,"Tubeless,Radial",5,355
28,bangalore,Petrol,Sedan,"33,000",Automatic,1,Mercedes-Benz,Mercedes-Benz E-Class,2017,7578,Exclusive E 200,4145000.0000000005,2017,Comprehensive,Petrol,5.0,33000,KA05,1991 cc,Automatic,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Radio",15.0,1991.0,194.4bhp@5800-6100,300,White,In-Line Petrol Engine,1991.0,300Nm@1600-4000rpm,4,Direct Injection,Yes,No,5063,1860,1494,3079,1585,9 Speed,RWD,Electric,6.0,Ventilated Disc,Disc,"Tubeless,Radial",4,355
29,bangalore,Diesel,SUV,"87,667",Manual,2,Mahindra,Mahindra XUV500,2014,3822,W6 2WD,861000.0,2014,Third Party,Diesel,7.0,87667,KA04,2179 cc,Manual,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",15.1,2179.0,140bhp@3750rpm,330,Black,mHawk Diesel Engine,2179.0,330Nm@1600-2800rpm,4,Direct Injection ,Yes,No,4585,1890,1785,2700,1900,6 Speed ,FWD,Power,5.6,Disc & Caliper Type,Disc & Caliper Type,"Tubeless,Radial ",5,355
30,bangalore,Diesel,Sedan,"40,000",Automatic,2,Audi,Audi A4,2016,12,35 TDI Premium,1785000.0000000002,2016,Third Party insurance,Diesel,5.0,40000,KA51,1968 cc,Automatic,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",17.11,1968.0,174.33bhp@4200rpm,380,Others,TDI Diesel Engine,1968.0,380Nm@1750-2500rpm,4,CRDI,Yes,No,4701,2040,1427,2808,1595kg,8 Speed,FWD,Power,5.8,Ventilated Disc,Disc,"Tubeless,Radial",4,355
31,bangalore,Diesel,SUV,"79,012",Manual,2,Mahindra,Mahindra XUV500,2014,3823,W8 2WD,802999.9999999999,2014,Comprehensive,Diesel,7.0,79012,KA51,2179 cc,Manual,2014.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",15.1,2179.0,140bhp@3750rpm,330,Silver,mHawk Diesel Engine,2179.0,330Nm@1600-2800rpm,4,Direct Injection,Yes,No,4585,1890,1785,2700,1940,6 Speed,FWD,Power,5.6,Disc & Caliper Type,Disc & Caliper Type,"Tubeless,Radial ",5,355
32,bangalore,Diesel,SUV,"31,344",Manual,1,Jeep,Jeep Compass,2021,8320,Model S Diesel BSVI,2565000.0,2021,Comprehensive,Diesel,5.0,31344,KA05,1956 cc,Manual,2021.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",17.1,1956.0,167.67bhp@3750rpm,350,Black,2.0L Multijet Diesel,1956.0,350Nm@1750-2500rpm,4,,Yes,,4405,1818,1640,2636,1650,6 Speed,4x2,Power,5.0,Disc,Disc,"Tubeless, Radial",5,355
33,bangalore,Petrol,Sedan,"50,000",Manual,1,Hyundai,Hyundai Xcent,2018,5785,1.2 VTVT SX,674000.0,2018,Third Party insurance,Petrol,5.0,50000,,1197 cc,Manual,2018.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",20.14,1197.0,81.86bhp@6000rpm,113,Others,1.2L Kappa Dual VTVT Petrol,1197.0,113.75nm@4000rpm,4,MPFI,No,No,3995,1660,1520,2425,1140,5 Speed,FWD,Power,4.7,Disc,Drum,Tubeless,4,407
34,bangalore,Petrol,Hatchback,"12,434",Manual,1,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,349000.0,2015,Comprehensive,Petrol,5.0,12434,WB38,998 cc,Manual,2015.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player",20.51,998.0,67.04bhp@6200rpm,90,Brown,K10B Petrol Engine,998.0,90Nm@3500rpm,3,,No,No,3599,1495,1700,2400,885kg,5 Speed,FWD,Power,4.6,Ventilated Disc,Drum,Tubeless Tyres,5,355
35,bangalore,Petrol,MUV,"60,000",Manual,2,Maruti,Maruti Ertiga,2019,6701,ZXI Plus Petrol,1050000.0,2019,Third Party insurance,Petrol,7.0,60000,KA53,1462 cc,Manual,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Radio",19.34,1462.0,103bhp@6000rpm,138,Others,K15 Smart Hybrid,1462.0,138Nm@4400rpm,4,MPFI,No,No,4395,1735,1690,2740,1170 Kg,5 Speed,2WD,Power,5.2,Ventilated Disc,Drum,"Tubeless, Radial",5,355
36,bangalore,Diesel,Sedan,"12,000",Automatic,1,Mercedes-Benz,Mercedes-Benz C-Class,2019,6598,Progressive C 220d,4425000.0,2019,Comprehensive,Diesel,5.0,12000,KA51,1950 cc,Automatic,2019.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Power Adjustable Exterior Rear View Mirror,Anti Lock Braking System,Brake Assist,Cd Player",12.6,1950.0,194bhp@3800rpm,400,White,In-Line Engine,1950.0,400Nm@1600-2800rpm,4,CRDi,Yes,No,4686,2020,1442,2840,1655kg,9 Speed,RWD,Power,5.61,Disc,Disc,"Tubeless, Radial",4,355
37,bangalore,Petrol,Hatchback,"40,987",Manual,2,Maruti,Maruti Wagon R,2015,4310,VXI BS IV,405999.99999999994,2015,Comprehensive,Petrol,5.0,40987,KA53,998 cc,Manual,2015.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Centeral Locking,Power Door Locks,Cd Player",20.51,998.0,67.04bhp@6200rpm,90,White,K10B Petrol Engine,998.0,90Nm@3500rpm,3,,No,No,3599,1495,1700,2400,885kg,5 Speed,FWD,Power,4.6,Ventilated Disc,Drum,Tubeless Tyres,5,355
38,bangalore,Petrol,Sedan,"18,157",Automatic,1,BMW,BMW 5 Series,2020,7582,530i Sport,4965000.0,2020,Zero Dep,Petrol,5.0,18157,KA51,1998 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Changer",15.56,1998.0,248.08bhp@5200rpm,350,Blue,TwinPower Turbo Inline 4 Cylinder Engine,1998.0,350Nm@1450-4800rpm,4,MPFi,Twin,No,4936,2126,1466,2975,1675,8-Speed Steptronic,RWD,Power,5.6,Ventilated Disc,Ventilated Disc,"Tubeless,Runflat",4,355
39,bangalore,Diesel,SUV,"1,20,000",Manual,3,Toyota,Toyota Fortuner,2011,2263,3.0 Diesel,1100000.0,2011,Third Party insurance,Diesel,7.0,120000,KA47,2982 cc,Manual,2011.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Brake Assist,Cd Player",11.5,2982.0,171 PS @ 3600 rpm,343,Others,4 Cylinders In-line,2982.0,343 Nm @ 1400-3400 rpm,4,Common-Rail type,Yes,No,4695,1840,1850,2750,1955 kg,5 Speed,4WD,Power,5.9,Ventilated Disc,Leading-Trailing Drum,"Tubeless,Radial",5,355
40,bangalore,Diesel,SUV,"40,000",Automatic,2,Renault,Renault Duster,2020,7022,RXZ 110PS AMT BSIV,1100000.0,2020,Third Party insurance,Diesel,5.0,40000,KA51,1461 cc,Automatic,2020.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",19.87,1461.0,108.5bhp@4000rpm,245,Others,,1461.0,245Nm@1750rpm,4,Common Rail Direct Injection (dCi),No,No,4360,1822,1695,2673,1375,6-Speed,FWD,Power,5.2,Disc,Drum,Radial,5,475
41,bangalore,Petrol,Hatchback,"89,667",Manual,1,Hyundai,Hyundai i20,2016,1481,Sportz 1.2,594000.0,2016,Comprehensive,Petrol,5.0,89667,KA19,1197 cc,Manual,2016.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",18.6,1197.0,81.83bhp@6000rpm,114,White,Kappa VTVT Petrol Engine,1197.0,114.7Nm@4000rpm,4,MPFI,No,No,3985,1734,1505,2570,1066kg,5 Speed,FWD,Power,5.2,Disc,Drum,Tubeless,5,355
42,bangalore,Diesel,Hatchback,"1,20,000",Manual,1,Hyundai,Hyundai i20,2017,1610,Asta Option 1.4 CRDi,710000.0,2017,Third Party insurance,Diesel,5.0,120000,KA05,1396 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Radio",22.54,1396.0,88.73bhp@4000rpm,219,Others,U2 CRDI Diesel Engine,1396.0,219.7Nm@1500-2750rpm,4,CRDI,Yes,No,3985,1734,1505,2570,1515kg,6 Speed,FWD,Power,5.2,Disc,Drum,Tubeless,5,355
43,bangalore,Petrol,Hatchback,"56,997",Manual,1,Maruti,Maruti Baleno,2017,3969,1.2 Zeta,692000.0,2017,Zero Dep,Petrol,5.0,56997,KA03,1197 cc,Manual,2017.0,"Power Steering,Power Windows Front,Air Conditioner,Heater,Adjustable Head Lights,Fog Lights Front,Anti Lock Braking System,Centeral Locking,Cd Player",21.4,1197.0,83.1bhp@6000rpm,115,Blue,VVT Petrol Engine,1197.0,115Nm@4000rpm,4,MPFI,No,No,3995,1745,1510,2520,880kg,5 Speed,FWD,Power,5.0,Disc,Drum,"Tubeless,Radial",5,355
